guarantor_id,loan_id,name,relation,phone,address,credit_score
461,75,Robert Garcia,Business Partner,7499420942,844 MG Road,806
462,430,Charles Taylor,Spouse,8243290308,147 Bazar,448
463,689,William Williams,Father,8990232321,280 MG Road,316
464,676,Joseph Williams,Business Partner,6167874216,90 Bazar,654
465,429,Linda Davis,Employer,6423659870,536 Bazar,342
466,647,Jessica Lopez,Business Partner,8689086936,510 Main Road,584
467,295,Karen Miller,Business Partner,6742151566,150 Bazar,500
468,193,Mary Thomas,Spouse,6697755414,914 MG Road,452
469,563,Karen Davis,Father,9321232034,715 MG Road,618
470,588,Sarah Moore,Father,7800985293,579 Main Road,577
471,38,Susan Miller,Friend,6594064664,80 Bazar,516
472,443,Susan Brown,Business Partner,7596312215,621 MG Road,466
473,186,William Jackson,Friend,7054819199,535 MG Road,675
474,832,Richard Martin,Friend,6408937864,428 Bazar,380
475,465,David Lopez,Business Partner,7252156528,835 MG Road,548
476,222,Mary Taylor,Father,7585147734,693 MG Road,370
477,665,Linda Smith,Father,6344571860,42 Bazar,640
478,566,Charles Martin,Business Partner,6482847474,111 Main Road,561
479,809,Linda Martinez,Business Partner,9098215035,982 MG Road,557
480,590,William Williams,Spouse,9163569351,397 MG Road,497
481,916,Barbara Martinez,Friend,7618303980,202 Bazar,316
482,452,Michael Taylor,Friend,7444520256,446 Main Road,728
483,124,Charles Williams,Father,9355959527,177 Bazar,601
484,664,Charles Smith,Spouse,9214205090,44 MG Road,447
485,491,Robert Martinez,Business Partner,6482142641,629 Main Road,661
486,31,Robert Taylor,Employer,9803707296,690 Main Road,502
487,250,Sarah Williams,Friend,7125076441,358 Main Road,849
488,718,Barbara Wilson,Mother,8011467916,366 Main Road,785
489,995,Joseph Anderson,Employer,9263582844,202 MG Road,373
490,654,Thomas Gonzalez,Friend,9813548731,209 MG Road,754
491,152,Richard Hernandez,Friend,8937115716,540 MG Road,762
492,174,Mary Johnson,Spouse,7351239604,67 Main Road,678
493,366,Karen Williams,Spouse,6297731616,481 Bazar,449
494,451,Linda Davis,Business Partner,9442439623,957 Main Road,354
495,192,Patricia Martinez,Mother,6428390664,497 MG Road,389
496,632,Karen Taylor,Employer,9686132179,535 MG Road,525
497,713,Joseph Jones,Mother,7099664597,136 Bazar,445
498,202,Elizabeth Rodriguez,Business Partner,9457185718,146 Bazar,358
499,929,Joseph Brown,Mother,6623052779,976 Bazar,544
500,32,Jennifer Hernandez,Mother,8873647878,13 MG Road,780
501,999,Robert Davis,Mother,7223060205,874 Bazar,580
502,276,William Rodriguez,Father,9906818999,348 MG Road,502
503,679,Joseph Martinez,Business Partner,8336436591,552 Main Road,357
504,367,David Rodriguez,Employer,6051558770,47 Main Road,779
505,760,Jennifer Hernandez,Mother,9509778219,589 Bazar,559
506,314,Karen Davis,Father,8454765991,719 Bazar,831
507,720,Jennifer Miller,Mother,9589646570,996 Bazar,443
508,912,John Lopez,Mother,9895893582,682 MG Road,830
509,892,Jennifer Miller,Mother,6653168092,801 MG Road,386
510,518,Susan Brown,Friend,6738059891,406 Bazar,593
511,360,Richard Johnson,Employer,8209721948,44 Main Road,833
512,452,Robert Williams,Father,6959739726,672 Bazar,609
513,498,Mary Martinez,Father,6781783574,842 MG Road,799
514,269,Karen Miller,Father,8937224919,870 MG Road,534
515,526,Jennifer Martin,Business Partner,9778560844,378 Main Road,531
516,391,Linda Williams,Spouse,9108717197,818 Main Road,541
517,467,Mary Davis,Employer,9067101862,549 Main Road,761
518,453,Robert Wilson,Father,9303046681,210 MG Road,493
519,834,Richard Smith,Friend,6832623233,354 Bazar,328
520,803,Richard Anderson,Business Partner,9690708579,15 MG Road,525
521,768,Patricia Anderson,Spouse,6192963897,901 Bazar,401
522,17,David Davis,Spouse,6581223434,889 MG Road,744
523,984,Jennifer Jones,Employer,7752054671,366 MG Road,461
524,107,Patricia Jackson,Employer,9108309754,429 Main Road,577
525,487,John Miller,Mother,7192739002,87 Bazar,411
526,164,Karen Brown,Business Partner,9378483404,722 Main Road,711
527,916,Mary Gonzalez,Mother,7396684673,869 MG Road,727
528,816,John Miller,Business Partner,8229749643,99 Bazar,576
529,527,Joseph Taylor,Friend,8145008887,860 Main Road,775
530,76,John Smith,Employer,9692721363,46 Bazar,548
531,975,Michael Garcia,Father,9974875736,464 Bazar,707
532,185,Barbara Thomas,Mother,6371214007,396 Bazar,679
533,441,Robert Moore,Spouse,8417165539,677 Bazar,385
534,924,Richard Martin,Father,7539684300,557 Bazar,454
535,808,James Martin,Father,6072363701,925 MG Road,541
536,821,Susan Wilson,Friend,9413166239,336 Bazar,341
537,650,Sarah Garcia,Friend,6986615914,226 Main Road,766
538,610,Karen Anderson,Business Partner,8747296077,921 Bazar,509
539,73,Barbara Taylor,Employer,9096212543,195 Main Road,632
540,484,Elizabeth Taylor,Spouse,8202009380,415 Bazar,647
541,554,Jessica Davis,Business Partner,6795072231,375 Main Road,602
542,899,Elizabeth Davis,Mother,8308386227,820 Main Road,458
543,983,Michael Rodriguez,Father,9257571368,260 MG Road,520
544,591,Karen Brown,Father,8458172465,732 Main Road,813
545,991,Susan Garcia,Father,6414304886,883 MG Road,801
546,373,Karen Wilson,Spouse,8149889165,553 Main Road,479
547,35,Richard Thomas,Employer,9772127186,477 Bazar,471
548,205,Sarah Martinez,Mother,8200581668,789 MG Road,825
549,178,Richard Jackson,Business Partner,7564924627,689 Main Road,319
550,63,John Smith,Mother,9898105433,537 MG Road,402
551,184,Patricia Jackson,Mother,9848206200,264 Bazar,596
552,414,Michael Miller,Father,6728812234,586 Main Road,533
553,851,Charles Jackson,Spouse,8518582906,590 Bazar,457
554,814,Jessica Martinez,Father,9912329004,206 MG Road,462
555,796,John Davis,Mother,8264698207,214 Bazar,343
556,421,Sarah Rodriguez,Father,6244211585,769 Main Road,393
557,335,Richard Miller,Employer,6942274396,375 MG Road,542
558,2,Linda Martin,Employer,7316245779,848 Bazar,442
559,752,Mary Williams,Mother,9722882867,788 MG Road,351
560,210,Elizabeth Jones,Mother,8331193689,588 Bazar,642
561,719,Patricia Moore,Business Partner,9207052850,168 Main Road,529
562,129,Barbara Gonzalez,Spouse,6065064359,728 Bazar,592
563,720,Sarah Martinez,Friend,9006234269,683 Main Road,668
564,370,Susan Jackson,Employer,9065915927,8 MG Road,499
565,409,Barbara Rodriguez,Spouse,7052842845,128 Bazar,649
566,490,Elizabeth Davis,Spouse,8012069316,606 Main Road,679
567,430,Elizabeth Davis,Mother,8038822322,209 MG Road,457
568,834,Charles Martin,Employer,7628858432,57 Main Road,546
569,177,Mary Wilson,Father,9412531871,93 MG Road,423
570,985,Joseph Smith,Spouse,9273448634,219 Main Road,731
571,782,Barbara Smith,Employer,7211016711,205 MG Road,773
572,959,Robert Rodriguez,Father,8790209207,826 Main Road,614
573,603,Mary Martin,Friend,8362547149,167 Main Road,721
574,623,Sarah Brown,Friend,8951311394,996 MG Road,728
575,295,Robert Johnson,Business Partner,9105355303,762 Main Road,558
576,232,Joseph Hernandez,Business Partner,6312227487,688 Main Road,786
577,503,Thomas Martinez,Mother,7570712518,121 MG Road,390
578,444,David Taylor,Employer,8074892720,573 Main Road,378
579,69,Charles Gonzalez,Friend,7116149257,682 Main Road,764
580,350,Michael Williams,Friend,6634166434,680 Main Road,791
581,44,Susan Gonzalez,Employer,8645584635,611 Bazar,678
582,360,John Hernandez,Spouse,6256207320,254 MG Road,452
583,904,Susan Jones,Spouse,7949037280,341 MG Road,716
584,967,Susan Gonzalez,Employer,8910920139,980 MG Road,466
585,571,Karen Martinez,Friend,6433020209,710 Main Road,675
586,325,William Lopez,Father,9705017925,115 Bazar,798
587,787,David Hernandez,Employer,7580347039,528 MG Road,840
588,156,John Lopez,Friend,6068459733,607 Main Road,731
589,314,Richard Jones,Business Partner,8605265757,364 Main Road,749
590,189,Michael Smith,Employer,7407204423,330 Main Road,601
591,226,Susan Martinez,Spouse,8504663537,232 Main Road,613
592,781,Jessica Jackson,Father,8977419895,571 Bazar,785
593,762,Susan Moore,Employer,9351439288,209 Bazar,576
594,861,Charles Brown,Friend,8494950876,498 MG Road,674
595,449,Richard Jones,Employer,8534716971,310 Bazar,330
596,408,Linda Miller,Spouse,9122299248,912 Bazar,390
597,823,Thomas Wilson,Mother,9068114556,415 Main Road,779
598,825,Jessica Moore,Employer,6228398867,589 MG Road,745
599,819,Joseph Gonzalez,Friend,6447130966,469 Main Road,478
600,63,James Garcia,Mother,8966117858,877 MG Road,541
601,619,Mary Garcia,Father,6094141319,975 MG Road,585
602,324,Mary Williams,Friend,6581672152,290 Main Road,615
603,1,James Martin,Father,6979180817,480 MG Road,433
604,311,Joseph Garcia,Spouse,6645578862,834 Main Road,529
605,55,Barbara Gonzalez,Employer,7791924571,968 Bazar,320
606,327,Sarah Johnson,Employer,6612316301,830 MG Road,359
607,30,Richard Anderson,Employer,8587687766,177 Bazar,814
608,293,Richard Miller,Employer,9875081394,339 Main Road,649
609,392,William Garcia,Mother,7679858367,2 Bazar,845
610,118,Joseph Lopez,Employer,7983862299,720 MG Road,419
611,843,John Jackson,Father,8170326746,44 Main Road,768
612,615,Elizabeth Jackson,Business Partner,6187594112,364 MG Road,681
613,533,Elizabeth Taylor,Employer,8178673759,134 Main Road,818
614,866,John Garcia,Business Partner,6246066588,774 Bazar,491
615,975,Joseph Garcia,Spouse,9464760043,769 Bazar,425
616,660,John Rodriguez,Father,7845981775,527 Bazar,648
617,39,Richard Lopez,Friend,6813818315,892 MG Road,535
618,178,Sarah Hernandez,Father,7412618166,384 MG Road,776
619,272,Robert Taylor,Friend,7765883135,487 Main Road,419
620,660,Karen Johnson,Mother,6832579251,999 MG Road,687
621,574,Robert Moore,Business Partner,7917255049,544 Bazar,363
622,561,Charles Anderson,Father,8138049007,653 Bazar,616
623,504,Jennifer Johnson,Spouse,9877624352,957 MG Road,391
624,751,Jessica Anderson,Spouse,8751835988,35 Bazar,695
625,236,Karen Jones,Friend,7963090441,733 Main Road,557
626,816,Michael Brown,Father,6711487446,294 Bazar,347
627,627,Sarah Gonzalez,Business Partner,6025100632,669 Main Road,551
628,409,Susan Taylor,Employer,8420407723,332 Main Road,319
629,291,Patricia Brown,Employer,7580216377,233 Main Road,733
630,257,Robert Davis,Father,9586159318,404 Main Road,481
631,705,Patricia Martin,Friend,7042116929,788 Main Road,707
632,699,John Smith,Business Partner,8868099481,559 Main Road,627
633,703,Charles Taylor,Friend,6103684047,457 Bazar,726
634,958,Linda Moore,Father,6715095156,291 MG Road,628
635,492,Charles Jones,Friend,8367347589,143 Bazar,575
636,521,Linda Thomas,Spouse,6375365706,408 MG Road,703
637,724,John Martinez,Father,9736233804,996 Bazar,517
638,882,David Williams,Employer,8934195227,359 Main Road,527
639,39,James Martin,Friend,7256467177,422 Main Road,435
640,286,Thomas Davis,Spouse,8324349961,197 Bazar,387
641,83,Elizabeth Lopez,Father,7720923290,318 Main Road,538
642,219,Elizabeth Martin,Business Partner,9913555664,336 Main Road,455
643,968,William Smith,Father,6968318999,530 Bazar,647
644,615,Sarah Wilson,Spouse,7804909453,541 Main Road,833
645,903,James Taylor,Business Partner,9041416991,368 Bazar,440
646,954,Robert Moore,Mother,7294011514,527 Main Road,600
647,652,Michael Jones,Mother,7770682065,896 MG Road,819
648,660,Jennifer Hernandez,Employer,8679372447,339 Bazar,636
649,87,Patricia Rodriguez,Business Partner,9837253654,856 MG Road,685
650,535,William Johnson,Father,9263175762,696 MG Road,699
651,486,Karen Martinez,Friend,8995432362,958 MG Road,372
652,976,Robert Johnson,Business Partner,6463524591,69 MG Road,745
653,703,Robert Taylor,Mother,9739432966,708 MG Road,656
654,381,Richard Rodriguez,Father,9756204507,609 Bazar,305
655,668,Linda Jackson,Business Partner,9490008796,971 Bazar,766
656,10,Karen Thomas,Business Partner,9637679533,829 MG Road,606
657,627,Robert Garcia,Father,6061909248,874 Main Road,722
658,69,Jennifer Brown,Employer,8881340486,651 Bazar,792
659,711,Barbara Garcia,Spouse,9726298923,257 Main Road,362
660,452,Sarah Moore,Mother,7563974453,637 Bazar,596
661,279,Joseph Jones,Business Partner,7599953231,101 MG Road,423
662,879,Robert Smith,Employer,7746822577,643 Main Road,628
663,6,Charles Jackson,Father,8055781205,40 MG Road,609
664,217,James Lopez,Business Partner,8330536132,311 Main Road,386
665,411,Michael Rodriguez,Spouse,6516295029,327 MG Road,535
666,975,Richard Brown,Business Partner,6664092454,740 Main Road,333
667,208,Susan Smith,Father,6801301170,482 Bazar,839
668,186,Joseph Smith,Employer,6440679592,503 Main Road,346
669,169,William Smith,Mother,8957307028,413 MG Road,630
670,788,Susan Moore,Employer,7973756082,606 Main Road,649
671,163,Charles Jackson,Father,6141658775,59 Main Road,439
672,813,Karen Williams,Friend,8577418047,906 Main Road,792
673,918,Mary Moore,Mother,6609960966,236 Bazar,768
674,567,Robert Lopez,Father,8352204212,198 Bazar,603
675,34,Mary Williams,Friend,6200871756,318 Main Road,710
676,294,Mary Smith,Mother,9696912960,667 Bazar,395
677,385,Mary Gonzalez,Father,6826402229,145 Main Road,393
678,881,Jennifer Rodriguez,Spouse,6835866152,230 Main Road,615
679,864,Charles Lopez,Friend,8174284040,528 Bazar,742
680,958,Thomas Garcia,Friend,9700587615,232 Main Road,794
681,45,Joseph Jones,Spouse,7860017731,187 Main Road,803
682,599,Thomas Jackson,Friend,8263904599,807 Main Road,434
683,876,Mary Hernandez,Business Partner,7434906821,32 Main Road,795
684,144,Thomas Jones,Mother,7669060973,9 Bazar,541
685,346,Jennifer Miller,Mother,8548464745,84 Bazar,828
686,900,Susan Jones,Business Partner,8935032309,966 Main Road,791
687,800,James Jones,Employer,8126637807,261 Bazar,477
688,552,Jennifer Davis,Father,9389160208,196 MG Road,769
689,897,Charles Martin,Business Partner,9408604736,98 MG Road,546
690,64,Susan Lopez,Business Partner,7492959708,883 MG Road,502
691,362,Patricia Anderson,Spouse,8506583453,387 Bazar,602
692,851,Richard Moore,Spouse,8701884401,441 Main Road,407
693,760,Karen Martinez,Friend,9789294287,107 Main Road,532
694,675,Karen Lopez,Father,8832584806,871 Main Road,418
695,665,Jessica Garcia,Spouse,9312792069,5 Main Road,550
696,591,William Anderson,Friend,6625279900,653 MG Road,364
697,232,Linda Miller,Friend,6424527983,291 MG Road,596
698,659,David Wilson,Spouse,8286856358,755 Main Road,806
699,79,John Hernandez,Mother,8538834536,382 Bazar,791
700,980,Linda Smith,Mother,6896584570,263 MG Road,689
701,12,Elizabeth Gonzalez,Mother,8503894997,52 Bazar,793
702,35,Karen Hernandez,Father,6328185859,782 Main Road,442
703,489,David Lopez,Business Partner,9133364646,850 MG Road,714
704,241,Barbara Rodriguez,Father,9336905579,858 Main Road,809
705,817,James Williams,Business Partner,9188712470,879 MG Road,720
706,255,Jennifer Rodriguez,Employer,6972474449,934 Bazar,579
707,719,David Anderson,Father,7596800438,597 Main Road,721
708,707,Charles Martin,Father,9562272634,299 Bazar,435
709,350,Mary Rodriguez,Friend,6341978451,411 MG Road,789
710,79,Michael Garcia,Friend,9753553778,116 Main Road,803
711,111,John Moore,Spouse,7671722262,247 Bazar,315
712,430,Charles Johnson,Friend,8896030477,857 Bazar,745
713,660,John Miller,Father,6776730378,118 MG Road,830
714,469,William Wilson,Business Partner,7627816303,869 Bazar,542
715,331,Patricia Gonzalez,Father,6574118704,745 MG Road,589
716,834,Susan Brown,Father,8469841149,140 Main Road,509
717,211,Karen Miller,Father,8496474799,40 Main Road,655
718,995,Thomas Jones,Mother,8411306220,235 MG Road,306
719,591,William Gonzalez,Mother,7300229374,935 Bazar,383
720,567,Susan Jackson,Spouse,7363739437,596 Bazar,732
721,954,John Wilson,Business Partner,9610143668,776 Bazar,382
722,273,Charles Johnson,Business Partner,8358453086,568 Bazar,429
723,65,Jennifer Smith,Mother,9193328760,643 MG Road,478
724,702,Joseph Miller,Business Partner,7845314446,837 MG Road,690
725,347,Susan Thomas,Business Partner,7606227771,413 Bazar,692
726,362,William Garcia,Father,8544274206,954 Main Road,457
727,167,Joseph Hernandez,Father,9865329096,660 Main Road,594
728,432,David Gonzalez,Friend,6144373414,115 Bazar,727
729,793,Robert Martin,Employer,9812198855,565 Bazar,665
730,911,Sarah Martinez,Employer,8865753497,74 Main Road,666
731,536,Elizabeth Jackson,Father,9810204112,288 Main Road,415
732,391,Thomas Gonzalez,Father,7488246504,186 Main Road,751
733,226,William Martin,Employer,9169811753,523 Main Road,312
734,221,Mary Taylor,Mother,8164427339,639 MG Road,566
735,276,Charles Johnson,Father,8572179581,852 MG Road,625
736,888,William Garcia,Mother,6351200848,989 Bazar,609
737,203,Jennifer Miller,Business Partner,6018383615,483 Main Road,813
738,475,Elizabeth Lopez,Mother,7147021832,812 Bazar,307
739,127,Mary Anderson,Business Partner,7245430552,583 Bazar,348
740,151,Barbara Thomas,Mother,8987564725,676 Main Road,768
741,643,Jennifer Moore,Father,7297714861,913 Main Road,719
742,455,Elizabeth Wilson,Spouse,8600057283,930 MG Road,437
743,366,Patricia Gonzalez,Spouse,9426646215,608 Bazar,823
744,495,William Garcia,Friend,8786462804,950 MG Road,375
745,717,Thomas Martin,Friend,9175285809,161 MG Road,812
746,945,David Taylor,Friend,8417766964,916 Bazar,350
747,411,Susan Wilson,Spouse,7371327601,151 Main Road,828
748,576,Barbara Davis,Father,7056970805,291 Main Road,737
749,838,Joseph Miller,Father,7087571634,859 MG Road,307
750,54,Karen Lopez,Mother,7611317006,357 Bazar,746
751,482,Michael Thomas,Mother,8594994887,813 MG Road,723
752,517,Jessica Gonzalez,Father,9086802267,975 MG Road,827
753,993,Sarah Rodriguez,Spouse,6470031792,319 MG Road,676
754,237,Linda Wilson,Father,9911506489,174 Bazar,743
755,617,James Moore,Employer,8138449868,492 Main Road,806
756,545,Jessica Miller,Spouse,8549864893,872 Main Road,598
757,421,Linda Rodriguez,Mother,8153878337,685 Main Road,535
758,360,Jessica Martinez,Friend,6670584119,962 MG Road,736
759,915,Susan Hernandez,Mother,8105227351,232 Main Road,689
760,332,Barbara Jones,Employer,8426978100,522 MG Road,353
761,82,Jessica Gonzalez,Employer,9448729768,832 Main Road,703
762,882,Susan Thomas,Business Partner,9683565426,128 Main Road,719
763,688,Michael Smith,Business Partner,9214113837,450 Bazar,673
764,588,Robert Hernandez,Friend,9962188269,640 Main Road,779
765,664,Richard Gonzalez,Employer,6209712184,793 MG Road,319
766,175,Joseph Miller,Father,7027020106,477 MG Road,729
767,772,David Williams,Mother,7392364983,321 Bazar,648
768,481,Karen Jackson,Mother,9772159854,383 MG Road,552
769,271,Mary Garcia,Business Partner,6363164503,124 Bazar,361
770,411,Elizabeth Miller,Friend,8683122220,809 Main Road,768
771,759,Charles Martinez,Spouse,9619423516,466 Bazar,776
772,294,Karen Garcia,Business Partner,9380416522,947 MG Road,657
773,40,Michael Brown,Employer,9260282321,179 Main Road,541
774,387,Charles Garcia,Father,8610285030,758 MG Road,739
775,738,Jessica Anderson,Father,9384110341,31 Bazar,706
776,404,Charles Rodriguez,Friend,8584168578,254 Bazar,356
777,131,Sarah Miller,Employer,6602766682,917 Main Road,405
778,730,Jessica Taylor,Employer,9431018690,364 Bazar,479
779,484,Thomas Wilson,Employer,6000857943,654 MG Road,331
780,650,James Martinez,Spouse,6413860484,176 Bazar,752
781,826,Karen Martin,Father,9958278327,912 Bazar,724
782,757,Joseph Williams,Friend,6322490430,253 Main Road,339
783,105,Thomas Brown,Father,6099276384,723 Main Road,506
784,868,Barbara Lopez,Mother,9620672135,506 Bazar,562
785,377,Patricia Jones,Friend,9142721430,722 MG Road,302
786,380,Michael Taylor,Business Partner,8299857639,209 Main Road,756
787,989,Joseph Moore,Business Partner,9689026615,623 Bazar,578
788,112,Barbara Gonzalez,Friend,8545885641,455 Bazar,830
789,23,Thomas Wilson,Employer,7277322880,477 Main Road,428
790,348,Charles Jackson,Friend,7932933090,170 MG Road,501
791,314,Richard Williams,Business Partner,8009827195,524 Bazar,399
792,898,Jessica Thomas,Father,6239182540,879 Bazar,460
793,62,Michael Thomas,Employer,7864499186,265 MG Road,427
794,556,Karen Martinez,Friend,7160214920,483 MG Road,768
795,578,Charles Miller,Employer,8277723061,413 Bazar,557
796,548,Jessica Moore,Friend,9240581437,254 Bazar,465
797,277,Richard Martin,Employer,7911346557,93 Bazar,720
798,547,Barbara Lopez,Father,9729471057,964 MG Road,387
799,168,Jessica Thomas,Mother,6341434449,338 MG Road,848
800,89,Barbara Martin,Father,7197017676,858 MG Road,715
801,656,Patricia Jones,Employer,9561559676,996 MG Road,633
802,712,Patricia Gonzalez,Mother,8594273702,920 Bazar,593
803,349,John Garcia,Employer,7454085755,714 Bazar,376
804,199,James Taylor,Employer,8219319998,868 MG Road,809
805,637,Patricia Brown,Business Partner,7401676010,622 Bazar,822
806,458,Robert Rodriguez,Employer,9184779984,216 Main Road,540
807,978,Mary Wilson,Friend,9707267797,304 MG Road,704
808,959,Jessica Brown,Mother,7011937682,608 Bazar,404
809,976,Michael Martin,Business Partner,8541595820,511 Bazar,699
810,544,Sarah Thomas,Employer,8650273954,621 Main Road,481
811,807,William Miller,Friend,6537162907,318 Bazar,516
812,445,Joseph Hernandez,Mother,6870691439,750 Bazar,675
813,815,Susan Davis,Friend,6431849759,17 Bazar,823
814,698,Charles Anderson,Mother,6871680816,843 Main Road,727
815,973,John Miller,Business Partner,9923901575,682 MG Road,845
816,342,Robert Martinez,Friend,6331127066,590 Main Road,534
817,359,Michael Johnson,Business Partner,9799093769,787 Main Road,760
818,790,Robert Brown,Employer,8003963880,109 Main Road,500
819,300,David Thomas,Employer,7140382896,526 MG Road,782
820,297,Patricia Miller,Spouse,6999733703,126 Bazar,433
821,194,William Wilson,Business Partner,8571515743,172 Bazar,802
822,896,Thomas Davis,Friend,9349178437,51 MG Road,434
823,287,Jessica Brown,Father,9599957723,894 MG Road,348
824,985,Linda Taylor,Mother,8782065091,848 MG Road,525
825,86,John Garcia,Employer,7928949735,927 Bazar,779
826,662,William Rodriguez,Spouse,6742541990,498 Bazar,738
827,684,Karen Wilson,Friend,8942601200,188 Bazar,611
828,154,Thomas Garcia,Mother,8097418570,447 Main Road,524
829,460,Thomas Moore,Business Partner,7070179574,91 MG Road,337
830,838,Susan Wilson,Friend,6440818457,146 Bazar,508
831,710,Jessica Moore,Friend,8380311723,578 Main Road,529
832,206,Sarah Miller,Business Partner,7839832946,761 Bazar,568
833,855,Barbara Martinez,Business Partner,9597166407,557 MG Road,754
834,251,Karen Lopez,Spouse,8359794063,849 Bazar,401
835,425,Richard Brown,Spouse,8419180422,532 Main Road,399
836,28,Thomas Garcia,Business Partner,8655342258,444 Bazar,451
837,635,Robert Martinez,Business Partner,7494497810,612 MG Road,574
838,481,Robert Brown,Spouse,9658334568,917 Bazar,652
839,386,Linda Jones,Business Partner,7449737480,152 Main Road,821
840,731,Thomas Taylor,Spouse,8782149435,977 Bazar,433
841,914,John Jones,Business Partner,7240049585,61 MG Road,517
842,514,Patricia Rodriguez,Father,9373310867,681 Main Road,348
843,611,Sarah Anderson,Mother,6370301738,233 MG Road,410
844,680,Robert Hernandez,Friend,9334977039,720 Bazar,303
845,602,Richard Davis,Business Partner,9373645512,261 Bazar,542
846,426,David Jackson,Spouse,7601409155,643 Bazar,657
847,914,Jessica Smith,Father,9083865701,800 Bazar,772
848,170,Jessica Taylor,Spouse,6909949701,825 Bazar,841
849,729,Joseph Rodriguez,Business Partner,9369646518,346 Bazar,809
850,218,Susan Rodriguez,Father,7078553355,616 MG Road,847
851,414,Elizabeth Smith,Father,8400993478,911 MG Road,317
852,84,Jennifer Jackson,Father,9781613458,50 MG Road,384
853,29,Joseph Jackson,Friend,8804421433,937 MG Road,685
854,402,Karen Smith,Mother,6017682483,343 MG Road,313
855,990,Karen Miller,Mother,9151885611,542 MG Road,406
856,182,Barbara Jones,Employer,7494197315,368 MG Road,326
857,940,Robert Jackson,Employer,6317574963,803 MG Road,643
858,996,Robert Moore,Business Partner,7071193178,252 Bazar,843
859,140,Sarah Hernandez,Spouse,8899554361,721 Bazar,797
860,576,Susan Thomas,Employer,7663679041,729 MG Road,355
861,164,Linda Lopez,Employer,8230923001,939 Bazar,706
862,2,Mary Johnson,Father,6082716023,287 Bazar,703
863,956,Thomas Miller,Spouse,6618367541,728 Main Road,397
864,660,David Johnson,Friend,7799529016,368 MG Road,517
865,759,Michael Hernandez,Friend,6198673445,737 MG Road,404
866,430,David Johnson,Employer,6588930299,614 Bazar,355
867,414,Barbara Brown,Spouse,6573408292,459 MG Road,396
868,672,Robert Thomas,Spouse,6005242849,746 MG Road,448
869,958,Karen Wilson,Business Partner,9308800107,479 Main Road,572
870,138,William Martin,Business Partner,9170692993,325 Main Road,803
871,423,Jessica Williams,Employer,6649044055,830 MG Road,606
872,465,Sarah Jones,Mother,6509391108,749 Bazar,540
873,703,Robert Lopez,Employer,8242505418,796 MG Road,811
874,415,Patricia Jones,Employer,9160622000,133 Main Road,300
875,440,Barbara Davis,Business Partner,7650600632,952 Main Road,407
876,151,John Brown,Mother,6928413798,861 Main Road,456
877,515,John Rodriguez,Business Partner,9583226032,536 MG Road,458
878,169,Karen Taylor,Mother,9097840569,759 Main Road,825
879,476,William Anderson,Spouse,9258963001,275 MG Road,430
880,861,Elizabeth Smith,Spouse,7058097246,545 Main Road,491
881,731,Thomas Taylor,Mother,7029483718,850 Main Road,379
882,83,Barbara Moore,Business Partner,9334898655,176 Main Road,308
883,161,William Lopez,Mother,8241945153,378 Bazar,479
884,226,Elizabeth Martinez,Friend,9443779020,235 Bazar,518
885,176,John Williams,Father,8650252440,780 Main Road,792
886,34,John Williams,Friend,9733109051,152 Bazar,543
887,918,Charles Gonzalez,Mother,9492669599,654 MG Road,317
888,928,Patricia Johnson,Friend,8717607082,445 MG Road,540
889,504,Thomas Lopez,Spouse,7830552150,473 MG Road,475
890,223,Mary Williams,Friend,8138161403,996 Main Road,530
891,35,Robert Brown,Mother,6122951080,853 Main Road,713
892,241,Jennifer Wilson,Friend,9890282232,240 Bazar,680
893,979,Thomas Martin,Spouse,8204935300,251 MG Road,832
894,713,Richard Martinez,Business Partner,7768671151,278 MG Road,428
895,399,Susan Davis,Father,7450174653,605 Main Road,817
896,660,Linda Garcia,Employer,6650964942,240 MG Road,365
897,492,Jessica Thomas,Mother,7855753271,761 Main Road,543
898,216,David Rodriguez,Friend,8364702080,89 Main Road,651
899,846,David Thomas,Employer,7372407018,569 Main Road,348
900,391,Richard Taylor,Business Partner,7623085212,388 MG Road,698
901,668,Sarah Lopez,Father,8077611058,380 Main Road,729
902,215,Sarah Gonzalez,Business Partner,6749101915,232 MG Road,847
903,566,William Williams,Father,8847726179,986 MG Road,778
904,585,Barbara Moore,Father,8983419285,281 Bazar,678
905,426,Susan Johnson,Mother,7357899270,437 Bazar,485
906,911,Michael Moore,Father,6661354440,348 Main Road,680
907,493,Sarah Williams,Friend,8540941968,293 Main Road,497
908,154,Karen Lopez,Father,9977891365,286 Bazar,719
909,468,Elizabeth Anderson,Father,8800884643,154 MG Road,777
910,373,Richard Brown,Employer,9944684885,42 Main Road,488
911,285,William Gonzalez,Mother,9178184320,777 Main Road,392
912,437,Jessica Rodriguez,Employer,7984205845,283 Bazar,666
913,801,Sarah Davis,Employer,7653659907,45 Main Road,819
914,207,Patricia Taylor,Mother,9893529176,779 MG Road,409
915,560,Patricia Martinez,Employer,9872792498,382 MG Road,733
916,108,Sarah Anderson,Employer,8515185353,437 MG Road,559
917,675,William Smith,Friend,9031316395,39 Bazar,837
918,575,Jennifer Martinez,Friend,8862841331,605 MG Road,444
919,169,Karen Thomas,Employer,9434430867,211 MG Road,385
920,457,Charles Garcia,Business Partner,6779322431,734 Bazar,506
921,745,Charles Moore,Employer,9722370738,730 MG Road,824
